group,id,course,module,grade
8,668,Etiquette and Social Graces,1,12.5
8,668,Etiquette and Social Graces,1,12
8,668,Fashion Design and Textile Innovation,1,17.5
8,668,Fashion Design and Textile Innovation,1,7.5
8,668,Fashion Design and Textile Innovation,1,6.5
8,668,Fashion Design and Textile Innovation,1,11
8,668,Fashion Design and Textile Innovation,1,12
8,668,Fashion Design and Textile Innovation,1,16
8,668,Fashion Design and Textile Innovation,1,15
8,668,Fashion Design and Textile Innovation,1,13.5
8,668,Fashion Design and Textile Innovation,1,10
8,668,Historical Archaeology and Antiquarian Studies,1,11.5
8,668,Historical Archaeology and Antiquarian Studies,1,11.5
8,668,Steam Engine Mechanics and Engineering,2,6
8,668,Steam Engine Mechanics and Engineering,2,10.25
8,668,Steam Engine Mechanics and Engineering,2,3
8,668,Victorian Literature and Social Commentary,1,7.2
8,668,Victorian Literature and Social Commentary,1,7
8,668,Victorian Literature and Social Commentary,1,5.5
8,668,Victorian Literature and Social Commentary,1,11.4
8,668,Victorian Literature and Social Commentary,1,6.6
8,668,Victorian Literature and Social Commentary,1,6.5
8,668,Victorian Literature and Social Commentary,1,6.8
8,668,Victorian Literature and Social Commentary,1,4.2
8,675,Airship Piloting and Navigation,1,11
8,675,Airship Piloting and Navigation,1,7.5
8,675,Airship Piloting and Navigation,1,10
8,675,Airship Piloting and Navigation,1,10
8,675,Airship Piloting and Navigation,1,8
8,675,Alchemy and Chemical Engineering,2,14
8,675,Alchemy and Chemical Engineering,2,14
8,675,Alchemy and Chemical Engineering,2,14
8,675,Alchemy and Chemical Engineering,2,12.5
8,675,Alchemy and Chemical Engineering,2,14.5
8,675,Clockwork Automata and Robotics,1,9.5
8,675,Clockwork Automata and Robotics,1,13.5
8,675,Clockwork Automata and Robotics,1,12
8,675,Clockwork Automata and Robotics,1,16.5
8,675,Clockwork Automata and Robotics,1,18
8,675,Cryptography and Codebreaking,1,8.5
8,675,Cryptography and Codebreaking,1,10
8,675,Cryptography and Codebreaking,1,10.5
8,675,Electrical Engineering and Telegraphy,1,6
8,675,Electrical Engineering and Telegraphy,1,15
8,675,Electrical Engineering and Telegraphy,1,12
8,675,Etiquette and Social Graces,1,10
8,675,Etiquette and Social Graces,1,16.5
8,675,Etiquette and Social Graces,1,14
8,675,Etiquette and Social Graces,1,12.5
8,675,Etiquette and Social Graces,1,11
8,675,Fashion Design and Textile Innovation,1,6
8,675,Fashion Design and Textile Innovation,1,16.5
8,675,Fashion Design and Textile Innovation,1,13.5
8,675,Fashion Design and Textile Innovation,1,19.5
8,675,Fashion Design and Textile Innovation,1,12
8,675,Fashion Design and Textile Innovation,1,15.5
8,675,Fashion Design and Textile Innovation,1,12
8,675,Fashion Design and Textile Innovation,1,8
8,675,Fashion Design and Textile Innovation,1,15.5
8,675,Fashion Design and Textile Innovation,1,14.5
8,675,Historical Archaeology and Antiquarian Studies,1,13.5
8,675,Historical Archaeology and Antiquarian Studies,1,12.25
8,675,Historical Archaeology and Antiquarian Studies,1,10
8,675,Steam Engine Mechanics and Engineering,2,6.75
8,675,Steam Engine Mechanics and Engineering,2,6
8,675,Steam Engine Mechanics and Engineering,2,7
8,675,Victorian Literature and Social Commentary,1,8
8,675,Victorian Literature and Social Commentary,1,6.4
8,675,Victorian Literature and Social Commentary,1,4.5
8,675,Victorian Literature and Social Commentary,1,2.3
8,675,Victorian Literature and Social Commentary,1,8.5
8,675,Victorian Literature and Social Commentary,1,7.1
8,675,Victorian Literature and Social Commentary,1,6.2
8,675,Victorian Literature and Social Commentary,1,7.4
8,677,Airship Piloting and Navigation,1,4.5
8,677,Airship Piloting and Navigation,1,6
8,677,Airship Piloting and Navigation,1,5.5
8,677,Airship Piloting and Navigation,1,10
8,677,Airship Piloting and Navigation,1,8.5
8,677,Alchemy and Chemical Engineering,2,10
8,677,Alchemy and Chemical Engineering,2,11.5
8,677,Alchemy and Chemical Engineering,2,13.5
8,677,Alchemy and Chemical Engineering,2,14
8,677,Alchemy and Chemical Engineering,2,11.5
8,677,Clockwork Automata and Robotics,1,17
8,677,Clockwork Automata and Robotics,1,14
8,677,Clockwork Automata and Robotics,1,10
8,677,Cryptography and Codebreaking,1,8.5
8,677,Cryptography and Codebreaking,1,8.5
8,677,Cryptography and Codebreaking,1,10
8,677,Electrical Engineering and Telegraphy,1,18
8,677,Electrical Engineering and Telegraphy,1,13
8,677,Electrical Engineering and Telegraphy,1,7
8,677,Etiquette and Social Graces,1,12
8,677,Etiquette and Social Graces,1,15
8,677,Etiquette and Social Graces,1,13
8,677,Etiquette and Social Graces,1,11
8,677,Fashion Design and Textile Innovation,1,14.5
8,677,Fashion Design and Textile Innovation,1,13
8,677,Fashion Design and Textile Innovation,1,10.5
8,677,Fashion Design and Textile Innovation,1,7.5
8,677,Fashion Design and Textile Innovation,1,11
8,677,Fashion Design and Textile Innovation,1,13.5
8,677,Fashion Design and Textile Innovation,1,13
8,677,Fashion Design and Textile Innovation,1,15
8,677,Fashion Design and Textile Innovation,1,8.5
8,677,Fashion Design and Textile Innovation,1,9
8,677,Historical Archaeology and Antiquarian Studies,1,14.25
8,677,Historical Archaeology and Antiquarian Studies,1,9.75
8,677,Historical Archaeology and Antiquarian Studies,1,12.25
8,677,Steam Engine Mechanics and Engineering,2,9.75
8,677,Steam Engine Mechanics and Engineering,2,4.25
8,677,Steam Engine Mechanics and Engineering,2,4.75
8,677,Victorian Literature and Social Commentary,1,5.2
8,677,Victorian Literature and Social Commentary,1,7.8
8,677,Victorian Literature and Social Commentary,1,3.8
8,677,Victorian Literature and Social Commentary,1,8.4
8,677,Victorian Literature and Social Commentary,1,7.4
8,677,Victorian Literature and Social Commentary,1,8.9
8,677,Victorian Literature and Social Commentary,1,7.5
8,692,Airship Piloting and Navigation,1,9
8,692,Airship Piloting and Navigation,1,14.5
8,692,Airship Piloting and Navigation,1,10
8,692,Airship Piloting and Navigation,1,7
8,692,Airship Piloting and Navigation,1,8.5
8,692,Alchemy and Chemical Engineering,2,12
8,692,Alchemy and Chemical Engineering,2,13
8,692,Alchemy and Chemical Engineering,2,12.5
8,692,Alchemy and Chemical Engineering,2,13
8,692,Alchemy and Chemical Engineering,2,11.5
8,692,Clockwork Automata and Robotics,1,16
8,692,Clockwork Automata and Robotics,1,12.5
8,692,Clockwork Automata and Robotics,1,18.5
8,692,Clockwork Automata and Robotics,1,13
8,692,Clockwork Automata and Robotics,1,11
8,692,Cryptography and Codebreaking,1,10.5
8,692,Cryptography and Codebreaking,1,11.5
8,692,Cryptography and Codebreaking,1,8.5
8,692,Electrical Engineering and Telegraphy,1,6
8,692,Electrical Engineering and Telegraphy,1,16
8,692,Electrical Engineering and Telegraphy,1,4
8,692,Etiquette and Social Graces,1,10.5
8,692,Etiquette and Social Graces,1,10.5
8,692,Etiquette and Social Graces,1,11
8,692,Etiquette and Social Graces,1,9
8,692,Etiquette and Social Graces,1,13.5
8,692,Fashion Design and Textile Innovation,1,14
8,692,Fashion Design and Textile Innovation,1,11.5
8,692,Fashion Design and Textile Innovation,1,11.5
8,692,Fashion Design and Textile Innovation,1,13
8,692,Fashion Design and Textile Innovation,1,10.5
8,692,Fashion Design and Textile Innovation,1,8
8,692,Fashion Design and Textile Innovation,1,14.5
8,692,Fashion Design and Textile Innovation,1,10
8,692,Fashion Design and Textile Innovation,1,17
8,692,Fashion Design and Textile Innovation,1,13.5
8,692,Historical Archaeology and Antiquarian Studies,1,12
8,692,Historical Archaeology and Antiquarian Studies,1,11.5
8,692,Historical Archaeology and Antiquarian Studies,1,13
8,692,Steam Engine Mechanics and Engineering,2,7.75
8,692,Steam Engine Mechanics and Engineering,2,5.75
8,692,Steam Engine Mechanics and Engineering,2,8
8,692,Victorian Literature and Social Commentary,1,6.3
8,692,Victorian Literature and Social Commentary,1,7.8
8,692,Victorian Literature and Social Commentary,1,3.9
8,692,Victorian Literature and Social Commentary,1,6.8
8,692,Victorian Literature and Social Commentary,1,7.3
8,692,Victorian Literature and Social Commentary,1,4.2
8,692,Victorian Literature and Social Commentary,1,6.7
8,692,Victorian Literature and Social Commentary,1,8.2
8,693,Airship Piloting and Navigation,1,8.5
8,693,Airship Piloting and Navigation,1,7
8,693,Airship Piloting and Navigation,1,8.5
8,693,Airship Piloting and Navigation,1,4.5
8,693,Airship Piloting and Navigation,1,7.5
8,693,Alchemy and Chemical Engineering,2,12.5
8,693,Alchemy and Chemical Engineering,2,14
8,693,Alchemy and Chemical Engineering,2,13
8,693,Alchemy and Chemical Engineering,2,12
8,693,Alchemy and Chemical Engineering,2,12.5
8,693,Clockwork Automata and Robotics,1,11.5
8,693,Clockwork Automata and Robotics,1,14
8,693,Clockwork Automata and Robotics,1,13.5
8,693,Clockwork Automata and Robotics,1,12.5
8,693,Clockwork Automata and Robotics,1,18
8,693,Cryptography and Codebreaking,1,8.5
8,693,Cryptography and Codebreaking,1,11
8,693,Cryptography and Codebreaking,1,10.5
8,693,Electrical Engineering and Telegraphy,1,13
8,693,Electrical Engineering and Telegraphy,1,12
8,693,Electrical Engineering and Telegraphy,1,9
8,693,Etiquette and Social Graces,1,7.5
8,693,Etiquette and Social Graces,1,12
8,693,Etiquette and Social Graces,1,13
8,693,Etiquette and Social Graces,1,12.5
8,693,Fashion Design and Textile Innovation,1,14.5
8,693,Fashion Design and Textile Innovation,1,11
8,693,Fashion Design and Textile Innovation,1,12
8,693,Fashion Design and Textile Innovation,1,12.5
8,693,Fashion Design and Textile Innovation,1,7
8,693,Fashion Design and Textile Innovation,1,9.5
8,693,Fashion Design and Textile Innovation,1,10
8,693,Fashion Design and Textile Innovation,1,12
8,693,Fashion Design and Textile Innovation,1,10
8,693,Fashion Design and Textile Innovation,1,7
8,693,Historical Archaeology and Antiquarian Studies,1,12.5
8,693,Historical Archaeology and Antiquarian Studies,1,12.25
8,693,Historical Archaeology and Antiquarian Studies,1,12.75
8,693,Steam Engine Mechanics and Engineering,2,7.5
8,693,Steam Engine Mechanics and Engineering,2,6
8,693,Steam Engine Mechanics and Engineering,2,7
8,693,Victorian Literature and Social Commentary,1,6.2
8,693,Victorian Literature and Social Commentary,1,7.6
8,693,Victorian Literature and Social Commentary,1,6.5
8,693,Victorian Literature and Social Commentary,1,5.4
8,693,Victorian Literature and Social Commentary,1,7.9
8,693,Victorian Literature and Social Commentary,1,8.2
8,693,Victorian Literature and Social Commentary,1,5.9
8,693,Victorian Literature and Social Commentary,1,5.6
8,698,Airship Piloting and Navigation,1,10
8,698,Airship Piloting and Navigation,1,7
8,698,Airship Piloting and Navigation,1,9.5
8,698,Airship Piloting and Navigation,1,10.5
8,698,Alchemy and Chemical Engineering,2,12.5
8,698,Alchemy and Chemical Engineering,2,11.5
8,698,Alchemy and Chemical Engineering,2,13.5
8,698,Alchemy and Chemical Engineering,2,14.5
8,698,Alchemy and Chemical Engineering,2,13
8,698,Clockwork Automata and Robotics,1,8.5
8,698,Clockwork Automata and Robotics,1,11.5
8,698,Clockwork Automata and Robotics,1,15
8,698,Clockwork Automata and Robotics,1,18.5
8,698,Clockwork Automata and Robotics,1,17
8,698,Cryptography and Codebreaking,1,9.5
8,698,Cryptography and Codebreaking,1,8.5
8,698,Cryptography and Codebreaking,1,8
8,698,Electrical Engineering and Telegraphy,1,11
8,698,Electrical Engineering and Telegraphy,1,9
8,698,Electrical Engineering and Telegraphy,1,18
8,698,Etiquette and Social Graces,1,11.5
8,698,Etiquette and Social Graces,1,11.5
8,698,Etiquette and Social Graces,1,14
8,698,Etiquette and Social Graces,1,11
8,698,Fashion Design and Textile Innovation,1,13
8,698,Fashion Design and Textile Innovation,1,15.5
8,698,Fashion Design and Textile Innovation,1,14.5
8,698,Fashion Design and Textile Innovation,1,15.5
8,698,Fashion Design and Textile Innovation,1,18
8,698,Fashion Design and Textile Innovation,1,14
8,698,Fashion Design and Textile Innovation,1,6.5
8,698,Fashion Design and Textile Innovation,1,15.5
8,698,Fashion Design and Textile Innovation,1,14
8,698,Fashion Design and Textile Innovation,1,9.5
8,698,Historical Archaeology and Antiquarian Studies,1,11
8,698,Historical Archaeology and Antiquarian Studies,1,12.75
8,698,Steam Engine Mechanics and Engineering,2,9.75
8,698,Steam Engine Mechanics and Engineering,2,8.5
8,698,Steam Engine Mechanics and Engineering,2,5.75
8,698,Victorian Literature and Social Commentary,1,4.7
8,698,Victorian Literature and Social Commentary,1,6.9
8,698,Victorian Literature and Social Commentary,1,5.6
8,698,Victorian Literature and Social Commentary,1,6
8,698,Victorian Literature and Social Commentary,1,7.7
8,698,Victorian Literature and Social Commentary,1,7
8,698,Victorian Literature and Social Commentary,1,3.3
8,698,Victorian Literature and Social Commentary,1,5.5
8,706,Airship Piloting and Navigation,1,5.5
8,706,Airship Piloting and Navigation,1,6
8,706,Airship Piloting and Navigation,1,10.5
8,706,Airship Piloting and Navigation,1,15
8,706,Airship Piloting and Navigation,1,3
8,706,Alchemy and Chemical Engineering,2,12.5
8,706,Alchemy and Chemical Engineering,2,12
8,706,Alchemy and Chemical Engineering,2,13
8,706,Alchemy and Chemical Engineering,2,12.5
8,706,Clockwork Automata and Robotics,1,14.5
8,706,Clockwork Automata and Robotics,1,13.5
8,706,Clockwork Automata and Robotics,1,14.5
8,706,Clockwork Automata and Robotics,1,10
8,706,Cryptography and Codebreaking,1,10
8,706,Cryptography and Codebreaking,1,8
8,706,Cryptography and Codebreaking,1,7.5
8,706,Electrical Engineering and Telegraphy,1,8
8,706,Electrical Engineering and Telegraphy,1,15
8,706,Electrical Engineering and Telegraphy,1,8
8,706,Etiquette and Social Graces,1,10.5
8,706,Etiquette and Social Graces,1,12
8,706,Etiquette and Social Graces,1,13.5
8,706,Etiquette and Social Graces,1,11
8,706,Etiquette and Social Graces,1,9
8,706,Fashion Design and Textile Innovation,1,14
8,706,Fashion Design and Textile Innovation,1,13
8,706,Fashion Design and Textile Innovation,1,8
8,706,Fashion Design and Textile Innovation,1,9
8,706,Fashion Design and Textile Innovation,1,12
8,706,Fashion Design and Textile Innovation,1,11.5
8,706,Fashion Design and Textile Innovation,1,12
8,706,Fashion Design and Textile Innovation,1,14
8,706,Fashion Design and Textile Innovation,1,11
8,706,Historical Archaeology and Antiquarian Studies,1,11.75
8,706,Historical Archaeology and Antiquarian Studies,1,13
8,706,Historical Archaeology and Antiquarian Studies,1,13.25
8,706,Steam Engine Mechanics and Engineering,2,7.5
8,706,Steam Engine Mechanics and Engineering,2,4.5
8,706,Steam Engine Mechanics and Engineering,2,8.25
8,706,Victorian Literature and Social Commentary,1,5.9
8,706,Victorian Literature and Social Commentary,1,8
8,706,Victorian Literature and Social Commentary,1,8.5
8,706,Victorian Literature and Social Commentary,1,5.5
8,706,Victorian Literature and Social Commentary,1,7.1
8,706,Victorian Literature and Social Commentary,1,5.6
8,706,Victorian Literature and Social Commentary,1,4.7
8,706,Victorian Literature and Social Commentary,1,3.9
8,727,Airship Piloting and Navigation,1,8.5
8,727,Airship Piloting and Navigation,1,10.5
8,727,Airship Piloting and Navigation,1,9
8,727,Airship Piloting and Navigation,1,10
8,727,Airship Piloting and Navigation,1,13
8,727,Alchemy and Chemical Engineering,2,12.5
8,727,Alchemy and Chemical Engineering,2,11.5
8,727,Alchemy and Chemical Engineering,2,12
8,727,Alchemy and Chemical Engineering,2,12.5
8,727,Alchemy and Chemical Engineering,2,12.5
8,727,Clockwork Automata and Robotics,1,7.5
8,727,Clockwork Automata and Robotics,1,13.5
8,727,Clockwork Automata and Robotics,1,13.5
8,727,Clockwork Automata and Robotics,1,13.5
8,727,Clockwork Automata and Robotics,1,14.5
8,727,Cryptography and Codebreaking,1,7.5
8,727,Cryptography and Codebreaking,1,8.5
8,727,Cryptography and Codebreaking,1,10.5
8,727,Electrical Engineering and Telegraphy,1,14
8,727,Electrical Engineering and Telegraphy,1,10
8,727,Electrical Engineering and Telegraphy,1,15
8,727,Etiquette and Social Graces,1,11
8,727,Etiquette and Social Graces,1,9.5
8,727,Etiquette and Social Graces,1,11.5
8,727,Etiquette and Social Graces,1,12.5
8,727,Fashion Design and Textile Innovation,1,16.5
8,727,Fashion Design and Textile Innovation,1,19.5
8,727,Fashion Design and Textile Innovation,1,15.5
8,727,Fashion Design and Textile Innovation,1,7
8,727,Fashion Design and Textile Innovation,1,11
8,727,Fashion Design and Textile Innovation,1,9.5
8,727,Fashion Design and Textile Innovation,1,17
8,727,Fashion Design and Textile Innovation,1,15.5
8,727,Fashion Design and Textile Innovation,1,16.5
8,727,Fashion Design and Textile Innovation,1,20
8,727,Historical Archaeology and Antiquarian Studies,1,13.75
8,727,Historical Archaeology and Antiquarian Studies,1,9.75
8,727,Historical Archaeology and Antiquarian Studies,1,12
8,727,Steam Engine Mechanics and Engineering,2,6.75
8,727,Steam Engine Mechanics and Engineering,2,5.75
8,727,Steam Engine Mechanics and Engineering,2,5.75
8,727,Victorian Literature and Social Commentary,1,8.4
8,727,Victorian Literature and Social Commentary,1,5.2
8,727,Victorian Literature and Social Commentary,1,3.3
8,727,Victorian Literature and Social Commentary,1,7.6
8,727,Victorian Literature and Social Commentary,1,6.4
8,727,Victorian Literature and Social Commentary,1,4.2
8,727,Victorian Literature and Social Commentary,1,6
8,727,Victorian Literature and Social Commentary,1,2.1
8,747,Airship Piloting and Navigation,1,11
8,747,Airship Piloting and Navigation,1,10
8,747,Airship Piloting and Navigation,1,9
8,747,Airship Piloting and Navigation,1,4.5
8,747,Airship Piloting and Navigation,1,8.5
8,747,Alchemy and Chemical Engineering,2,12
8,747,Alchemy and Chemical Engineering,2,11.5
8,747,Alchemy and Chemical Engineering,2,13.5
8,747,Alchemy and Chemical Engineering,2,13
8,747,Clockwork Automata and Robotics,1,10.5
8,747,Clockwork Automata and Robotics,1,19
8,747,Clockwork Automata and Robotics,1,12
8,747,Clockwork Automata and Robotics,1,17.5
8,747,Clockwork Automata and Robotics,1,10.5
8,747,Cryptography and Codebreaking,1,9.5
8,747,Cryptography and Codebreaking,1,8
8,747,Cryptography and Codebreaking,1,9.5
8,747,Electrical Engineering and Telegraphy,1,9
8,747,Electrical Engineering and Telegraphy,1,11
8,747,Electrical Engineering and Telegraphy,1,15
8,747,Etiquette and Social Graces,1,8.5
8,747,Etiquette and Social Graces,1,14
8,747,Etiquette and Social Graces,1,9.5
8,747,Etiquette and Social Graces,1,11.5
8,747,Etiquette and Social Graces,1,14.5
8,747,Fashion Design and Textile Innovation,1,13
8,747,Fashion Design and Textile Innovation,1,11
8,747,Fashion Design and Textile Innovation,1,11.5
8,747,Fashion Design and Textile Innovation,1,9.5
8,747,Fashion Design and Textile Innovation,1,17.5
8,747,Fashion Design and Textile Innovation,1,18.5
8,747,Fashion Design and Textile Innovation,1,18.5
8,747,Fashion Design and Textile Innovation,1,10.5
8,747,Fashion Design and Textile Innovation,1,10.5
8,747,Fashion Design and Textile Innovation,1,12.5
8,747,Historical Archaeology and Antiquarian Studies,1,14
8,747,Historical Archaeology and Antiquarian Studies,1,12.25
8,747,Historical Archaeology and Antiquarian Studies,1,12.5
8,747,Steam Engine Mechanics and Engineering,2,6.25
8,747,Steam Engine Mechanics and Engineering,2,5.25
8,747,Steam Engine Mechanics and Engineering,2,5.75
8,747,Victorian Literature and Social Commentary,1,3.4
8,747,Victorian Literature and Social Commentary,1,6.2
8,747,Victorian Literature and Social Commentary,1,5.9
8,747,Victorian Literature and Social Commentary,1,7
8,747,Victorian Literature and Social Commentary,1,5.4
8,747,Victorian Literature and Social Commentary,1,3.9
8,747,Victorian Literature and Social Commentary,1,3.7
8,752,Airship Piloting and Navigation,1,8
8,752,Airship Piloting and Navigation,1,6.5
8,752,Airship Piloting and Navigation,1,6.5
8,752,Airship Piloting and Navigation,1,4.5
8,752,Airship Piloting and Navigation,1,6
8,752,Alchemy and Chemical Engineering,2,12
8,752,Alchemy and Chemical Engineering,2,12.5
8,752,Alchemy and Chemical Engineering,2,10.5
8,752,Alchemy and Chemical Engineering,2,11.5
8,752,Alchemy and Chemical Engineering,2,13.5
8,752,Clockwork Automata and Robotics,1,13.5
8,752,Clockwork Automata and Robotics,1,16.5
8,752,Clockwork Automata and Robotics,1,16.5
8,752,Clockwork Automata and Robotics,1,20
8,752,Clockwork Automata and Robotics,1,14.5
8,752,Cryptography and Codebreaking,1,8.5
8,752,Cryptography and Codebreaking,1,9.5
8,752,Cryptography and Codebreaking,1,9.5
8,752,Electrical Engineering and Telegraphy,1,17
8,752,Electrical Engineering and Telegraphy,1,15
8,752,Etiquette and Social Graces,1,11.5
8,752,Etiquette and Social Graces,1,11
8,752,Etiquette and Social Graces,1,11.5
8,752,Etiquette and Social Graces,1,10.5
8,752,Etiquette and Social Graces,1,8.5
8,752,Fashion Design and Textile Innovation,1,12.5
8,752,Fashion Design and Textile Innovation,1,12
8,752,Fashion Design and Textile Innovation,1,14
8,752,Fashion Design and Textile Innovation,1,13
8,752,Fashion Design and Textile Innovation,1,11
8,752,Fashion Design and Textile Innovation,1,14
8,752,Fashion Design and Textile Innovation,1,8.5
8,752,Fashion Design and Textile Innovation,1,17
8,752,Fashion Design and Textile Innovation,1,11
8,752,Fashion Design and Textile Innovation,1,18.5
8,752,Historical Archaeology and Antiquarian Studies,1,9
8,752,Historical Archaeology and Antiquarian Studies,1,10.5
8,752,Historical Archaeology and Antiquarian Studies,1,10.25
8,752,Steam Engine Mechanics and Engineering,2,4.75
8,752,Steam Engine Mechanics and Engineering,2,4.75
8,752,Steam Engine Mechanics and Engineering,2,6.5
8,752,Victorian Literature and Social Commentary,1,7.1
8,752,Victorian Literature and Social Commentary,1,6.7
8,752,Victorian Literature and Social Commentary,1,5.3
8,752,Victorian Literature and Social Commentary,1,5
8,752,Victorian Literature and Social Commentary,1,7.6
8,752,Victorian Literature and Social Commentary,1,3.2
8,752,Victorian Literature and Social Commentary,1,3.9
8,758,Airship Piloting and Navigation,1,6.5
8,758,Airship Piloting and Navigation,1,12.5
8,758,Airship Piloting and Navigation,1,5
8,758,Airship Piloting and Navigation,1,9.5
8,758,Airship Piloting and Navigation,1,13.5
8,758,Alchemy and Chemical Engineering,2,11.5
8,758,Alchemy and Chemical Engineering,2,12
8,758,Alchemy and Chemical Engineering,2,12
8,758,Alchemy and Chemical Engineering,2,11.5
8,758,Alchemy and Chemical Engineering,2,12.5
8,758,Clockwork Automata and Robotics,1,11
8,758,Clockwork Automata and Robotics,1,10.5
8,758,Clockwork Automata and Robotics,1,12.5
8,758,Clockwork Automata and Robotics,1,15
8,758,Cryptography and Codebreaking,1,7
8,758,Cryptography and Codebreaking,1,8
8,758,Cryptography and Codebreaking,1,10
8,758,Electrical Engineering and Telegraphy,1,10
8,758,Electrical Engineering and Telegraphy,1,13
8,758,Electrical Engineering and Telegraphy,1,8
8,758,Etiquette and Social Graces,1,13
8,758,Etiquette and Social Graces,1,11.5
8,758,Etiquette and Social Graces,1,11
8,758,Etiquette and Social Graces,1,12.5
8,758,Fashion Design and Textile Innovation,1,20
8,758,Fashion Design and Textile Innovation,1,13
8,758,Fashion Design and Textile Innovation,1,19
8,758,Fashion Design and Textile Innovation,1,12
8,758,Fashion Design and Textile Innovation,1,15.5
8,758,Fashion Design and Textile Innovation,1,9
8,758,Fashion Design and Textile Innovation,1,19
8,758,Fashion Design and Textile Innovation,1,15
8,758,Fashion Design and Textile Innovation,1,15
8,758,Fashion Design and Textile Innovation,1,7.5
8,758,Historical Archaeology and Antiquarian Studies,1,12.75
8,758,Historical Archaeology and Antiquarian Studies,1,10.25
8,758,Historical Archaeology and Antiquarian Studies,1,11
8,758,Steam Engine Mechanics and Engineering,2,3.75
8,758,Steam Engine Mechanics and Engineering,2,3.75
8,758,Steam Engine Mechanics and Engineering,2,5.75
8,758,Victorian Literature and Social Commentary,1,8
8,758,Victorian Literature and Social Commentary,1,4.9
8,758,Victorian Literature and Social Commentary,1,4.1
8,758,Victorian Literature and Social Commentary,1,7.3
8,758,Victorian Literature and Social Commentary,1,4.6
8,758,Victorian Literature and Social Commentary,1,5.1
8,758,Victorian Literature and Social Commentary,1,1.9
8,758,Victorian Literature and Social Commentary,1,6.2
8,773,Airship Piloting and Navigation,1,10.5
8,773,Airship Piloting and Navigation,1,4.5
8,773,Airship Piloting and Navigation,1,8
8,773,Airship Piloting and Navigation,1,9
8,773,Airship Piloting and Navigation,1,10.5
8,773,Alchemy and Chemical Engineering,2,13
8,773,Alchemy and Chemical Engineering,2,12.5
8,773,Alchemy and Chemical Engineering,2,12
8,773,Alchemy and Chemical Engineering,2,11.5
8,773,Alchemy and Chemical Engineering,2,12.5
8,773,Clockwork Automata and Robotics,1,11
8,773,Clockwork Automata and Robotics,1,6.5
8,773,Clockwork Automata and Robotics,1,14
8,773,Clockwork Automata and Robotics,1,9
8,773,Clockwork Automata and Robotics,1,7.5
8,773,Cryptography and Codebreaking,1,8.5
8,773,Cryptography and Codebreaking,1,9
8,773,Cryptography and Codebreaking,1,10
8,773,Electrical Engineering and Telegraphy,1,12
8,773,Electrical Engineering and Telegraphy,1,7
8,773,Electrical Engineering and Telegraphy,1,15
8,773,Etiquette and Social Graces,1,12.5
8,773,Etiquette and Social Graces,1,10.5
8,773,Etiquette and Social Graces,1,10.5
8,773,Etiquette and Social Graces,1,9.5
8,773,Fashion Design and Textile Innovation,1,16.5
8,773,Fashion Design and Textile Innovation,1,14
8,773,Fashion Design and Textile Innovation,1,10
8,773,Fashion Design and Textile Innovation,1,14
8,773,Fashion Design and Textile Innovation,1,13
8,773,Fashion Design and Textile Innovation,1,7
8,773,Fashion Design and Textile Innovation,1,15.5
8,773,Fashion Design and Textile Innovation,1,11
8,773,Fashion Design and Textile Innovation,1,15
8,773,Fashion Design and Textile Innovation,1,12
8,773,Historical Archaeology and Antiquarian Studies,1,13.25
8,773,Historical Archaeology and Antiquarian Studies,1,13
8,773,Historical Archaeology and Antiquarian Studies,1,12
8,773,Steam Engine Mechanics and Engineering,2,7.75
8,773,Steam Engine Mechanics and Engineering,2,5.5
8,773,Victorian Literature and Social Commentary,1,9.5
8,773,Victorian Literature and Social Commentary,1,4.6
8,773,Victorian Literature and Social Commentary,1,8.7
8,773,Victorian Literature and Social Commentary,1,5.8
8,773,Victorian Literature and Social Commentary,1,4.9
8,773,Victorian Literature and Social Commentary,1,6
8,773,Victorian Literature and Social Commentary,1,5.6
8,773,Victorian Literature and Social Commentary,1,9.3
8,786,Airship Piloting and Navigation,1,11
8,786,Airship Piloting and Navigation,1,10
8,786,Airship Piloting and Navigation,1,6.5
8,786,Airship Piloting and Navigation,1,7
8,786,Airship Piloting and Navigation,1,9.5
8,786,Alchemy and Chemical Engineering,2,15
8,786,Alchemy and Chemical Engineering,2,13
8,786,Alchemy and Chemical Engineering,2,11
8,786,Alchemy and Chemical Engineering,2,11.5
8,786,Alchemy and Chemical Engineering,2,14
8,786,Clockwork Automata and Robotics,1,15.5
8,786,Clockwork Automata and Robotics,1,13.5
8,786,Clockwork Automata and Robotics,1,18
8,786,Clockwork Automata and Robotics,1,11
8,786,Clockwork Automata and Robotics,1,9.5
8,786,Cryptography and Codebreaking,1,8
8,786,Cryptography and Codebreaking,1,9.5
8,786,Cryptography and Codebreaking,1,9
8,786,Electrical Engineering and Telegraphy,1,11
8,786,Electrical Engineering and Telegraphy,1,15
8,786,Electrical Engineering and Telegraphy,1,9
8,786,Etiquette and Social Graces,1,12
8,786,Etiquette and Social Graces,1,9.5
8,786,Etiquette and Social Graces,1,10
8,786,Etiquette and Social Graces,1,12.5
8,786,Fashion Design and Textile Innovation,1,9.5
8,786,Fashion Design and Textile Innovation,1,10
8,786,Fashion Design and Textile Innovation,1,12
8,786,Fashion Design and Textile Innovation,1,13.5
8,786,Fashion Design and Textile Innovation,1,11
8,786,Fashion Design and Textile Innovation,1,17.5
8,786,Fashion Design and Textile Innovation,1,14
